20080804,tuesday denvernashville satellite radio broadcasters completed merger july formed sirius radio combined face host challenges navigating digital landscape singapore telecommunications southeast asias largest telecoms firm launch incs thirdgeneration iphone singapore end august source familiar matter told corrects headline say sell mln diamond phones instead track diamond target first paragraph say million diamond smartphones instead million second paragraph say first announced target million instead first announced target
20080805,financial times wall street journal carried asia print andor web site editions wednesday wednesday hon hai taiwans biggest electronics announce three major initiatives wednesday including investment billion billion local media reported sony corp raised stake shrinking recording industry perhaps view beyond selling cds future songs play important role across various media devices communication software maker synchronoss technologies reported percent drop quarterly profit revenue associated incs iphone declined sending shares percent european stocks rose percent tuesday spurred tumbling oil prices federal reserve decision keep interest rates steady move trimmed dollars gains euro yen dow percent nasdaq gains percent updates midday ubs started coverage buy rating unique user experience companys products provide create sticky user base drive recurring hardware revenue procter gamble beats estimates stock higher updates early morning procter gamble beats estimates outlook weighs shares rose percent bell tuesday theflyonthewallcom reported ubs started shares buy softbank corp japans thirdbiggest mobile phone operator reported percent gain quarterly profit tuesday helped reduced subsidies handsets continued gains subscribers kids meals popular fastfood restaurants deliver quick lunch dinner percent far meals worth calories many loaded fat salt according report released monday
20080806,kddi corp japans mobile phone operator thursday users switched rivals july using number portability logging loss first time option introduced days customers walk electronics stores first question ask much electricity fridge washing machine laptop computer contemplating buying consumes mexicos peso weakened wednesday hit worries central bank act weaken currency bets series interest rate hikes nearly stocks jumped drop oil prices bce canadian communications set taken private cbillion billion buyout reported lower quarterly profit wednesday even though signed lucrative longterm mobile phone subscribers fastest pace years america movil largest cell phone operator latin america wednesday begin selling incs iphone month countries within region dow pct pct nasdaq pct updates early morning spains telefonica launch apples third generation iphone latin america aug wednesday shares softbank corp gained much percent wednesday japans mobile phone operator reported solid quarterly earnings slash monthly fees users incs iphone globe telecom philippines secondlargest phone wednesday expects low singledigit growth revenues rising annual inflation squeezes demand asustek computer worlds top motherboard maker wednesday secondquarter net profit fell percent forecast strong growth laptops heading backtoschool holiday seasons bharti airtel indias top mobile operator wednesday launch incs thirdgeneration iphone india august reporting devidutta tripathy editing mark williams asustek computer worlds top motherboard maker wednesday second quarter net profit fell percent expected stronger third quarter laptop pcs hon hai taiwans biggest electronics unveiled several major plans wednesday expand presence island total investments exceeding billion billion
20080807,friday adds adjusted numbers excluding items updates stock price byline olympics weak film slate crimp blockbuster revenues third quarter chief executive jim keyes told thursday recasts adds details conference call share movement specialty apparel retailers turned worsethanexpected july sales consumers made fewer trips malls clothing racks failed wow female shoppers tight budgets blockbuster posted wider quarterly loss thursday revenue rose expected pushed merchandise sales movie rental chain raised outlook softbank corp japans thirdbiggest mobile phone operator added users rivals net basis july straight month helped launch incs iphone softbank corp japans thirdbiggest mobile phone operator added net users july topping bigger rivals straight month help launch incs iphone
20080808,week dow pct pct dow nasdaq pct pct updates midmorning credit suisse reinitiated coverage information technology hardware sector market weight rated dell outperform saying market performing better wireless market less optimistic printer market
20080810,monday
20080811,tuesday singapore telecommunications southeast asias largest telecoms firm launch incs thirdgeneration iphone singapore aug tuesday napster posted bigger quarterly loss monday number paid subscribers declined online service predicted revenue mostly flat current quarter dow pct pct nasdaq pct nbc universals olympics coverage drawing huge audiences helped extravagant opening ceremony swimming star michael phelps setting stage could record ratings games oil drops barrel spurring rally lowvolume mkt stocks extended gains monday driving percent strengthening dollar helped oil prices slide per barrel improving outlook consumer business spending stocks added gains monday nasdaq climbing percent stronger dollar boosted allure investments citigroup projected strong sales amazoncom incs electronic book reader citigroup monday amazoncom incs kindle electronic book reader appears selling much better expected could double previous estimate units sold sending shares online retailer percent ups drops playing talk eyeing rival tnt updates midmorning top wall street journal monday
20080812,wednesday financials lead losses credit worries jpmorgan incurs losses bln far oil falls barrel cushions markets fall dow pct pct nasdaq dips pct updates midday singtel southeast asias largest telecoms firm missed forecasts flat quarterly earnings strong singapore dollar crimped contributions asian mobile firms stakes sending shares fourweek low
20080813,dow pct pct nasdaq pct york aug nasdaq turned positive afternoon trading wednesday rise price oil lifted energy companies refiles fix capitalization diliddo vectorvest paragraph retail outlook earnings weigh sentiment updates early morning adds byline dow opened lower wednesday profit shortfall major manufacturer deere report showing retail sales fell last month fueled worries health economy liu chunhong smashed several world records wednesday defend chinas supremacy spectacular showdown russias oxana slivenko olympic womens class weightlifting title gmt futures dow jones industrial average nasdaq percent dow jones lost percent tuesday nasdaq composite fell percent liu chunhong won olympic weightlifting gold medal womens class wednesday smashing several world records defend chinas supremacy spectacular showdown russias oxana slivenko top wall street journal wednesday best buy first national retailer sell incs iphone united states partnership could help drive sales device expected hottest gadget holiday season
20080814,friday former general counsel nancy heinen agreed pay million settle options backdating charges securities exchange commission thursday adds details charges heinen statement sec comment byline top selected canadian san diego life take group scientists video game designer get spore game help teach players evolutionary biology
20080815,online dvd rental pioneer netflix resumed normal shipping friday threeday disruption worst companys decade operations dow pct nasdaq pct updates late afternoon dow pct nasdaq pct updates early afternoon shares germanys bluechip dax index looked set open percent higher according premarket data brokers gmt
20080817,monday
20080818,tuesday
20080819,shakeout brewing among worlds top manufacturers toil anonymously latest cellphones ipods gadgets big names nokia wednesday singapore wednesday updates report credit suisse paragraphs compiled media monitors thai integrated circuit packager hana microelectronics pcl tuesday expected higher sales third quarter due strong demand china india southeast asia
20080820,thursday dow percent nasdaq percent recasts first paragraphs adds bank america bank shares rise even fannie freddie shares slump years false starts aimed bringing web sets yahoo wednesday working intel corp create web computer channels run alongside shows palm corrects paragraph treo pro second phone wifi gps first fannie freddie shares lowest levels years vodafone essar indias thirdlargest mobile operator sell apples iphone rupees model senior official could named wednesday
20080821,friday comedian jerry seinfeld star million marketing campaign microsoft corp aimed burnishing image computer operating system person familiar effort thursday agreed distribution deal carrier mobile telesystems sale iphones russia worlds fastest growing markets mobile telephone handsets market source toronto reporter filmport torontos megastudio possible white knight stranded film production sector opened doors wednesday problem studio tenant top york times business pages thursday top wall street journal thursday
20080822,buffett says stocks attractive ago dow pct nasdaq pct updates midmorning incs hugely popular iphone made debut india friday price tag none mass hysteria marked launch united states europe parts asia last month russian carriers committed sell around million iphones per reaching distribution deal russian newspaper reported friday citing sources
20080824,monday deutsche telekoms wireless business tmobile sold iphones sales launch july despite distribution problems chief executive told german weekly magazine
20080825,tuesday recasts adds detail market reaction retail sales data closing prices dow nasdaq percent updates close mexican stocks sank monday hurt losses cell phone operator america movil investors fretted fallout credit crisis united states mexicos top trade partner dow nasdaq nearly percent updates afternoon changes byline dow nasdaq percent updates midday rogers communications could record quarter wireless subscriber growth launch apples iphone research motions blackberry bold network analyst monday chip makers convinced potential motion sensing chips portable gadgets thanks success nintendos wii game consoles apples iphones shares germanys bluechip dax index looked set open flat according premarket data gmt factors move german stocks monday singapore life theres drink town called tiffin punch champ dark angel get singapore sling
20080826,emboldened settlements att inventor judah klausner filed voicemail patent lawsuit tuesday google verizon communications others starbucks corp rolling drinks restructures flagging business tuesday began selling specialty coffee brewed clover machines seattle coffee shops jefferies downgraded stock marvell technology group hold buy concerns microchip design companys hard disk drive hdd inventory weak cellular positioning
20080827,ageold rivalry boston york part everything business baseball alive well securities regulation
20080828,friday diversified chipmaker marvell technology group gave conservative outlook third quarter sending shares lower even posted betterthanexpected profit helped increased sales wireless storage sectors security flaw incs iphone allows unauthorized users gain easy access private contacts emails even device locked fix way stocks rose sharply thursday government reported economy grew surprisingly robust clip second quarter oil prices eased driving gains major industrial financial companies vimpelcom russias mobile phone operator posted percent jump net profit second quarter backed continuing market growth sending shares much percent thursday local faced hard times ability get news mobile device flourishing several outlets providing context helps explain particular places larger universe world events vimpelcom russias secondlargest mobile phone operator thursday signed distribution deal sell iphone russia top wall street journal thursday
20080829,nasdaq pct dow pct pct updates close nasdaq pct dow pct pct updates oil turning flat investors exchange beach wear business suits end summer every usually prepare rally technology stocks runup december gadget spending spree nasdaq pct dow pct pct updates afternoon changes byline stocks fell friday previous sessions sharp gains price oil rose computer maker dell posted surprisingly steep drop quarterly earnings germanys foreign minister strolls organic farm buys smiling children turns idyllic scene call counterpart norway discuss georgia crisis top contract laptopmaker quanta computer beat estimates percent rise secondquarter net profit friday gave cautiously optimistic outlook laptop demand next months top york times business pages friday
20080830,least people injured small bomb exploded busy market area sri lankas capital colombo officials
20080831,monday
20080901,google set introduce tuesday web browser designed quickly handle videorich complex web programs posing challenge browsers designed originally handle text graphics google set introduce tuesday web browser designed quickly handle videorich applications posing challenge browsers designed originally handle text graphics adds confirmation blog post details byline nashville decade majorlabel career kid rock riding biggest wave yet powered worldwide hit tune summer long struggling sony ericsson ditched monday rumors first cellphone powered microsofts operating system miss key christmas sales period
20080902,google challenging microsoft corp web browser lets users run many applications worked installed local pcs executives tuesday stocks fell tuesday steep decline price oil commodities hammered energy materials companies tech shares fell amid jitters global economic slowdown crimp technology spending oil sinks fivemonth low gustav spares production google challenging rival microsoft corp introducing web browser allows users run many applications worked installed local pcs executives tuesday google incs browser software designed work invisibly run application runs incs safari web browser officials tuesday expected unveil ipod players possibly price cuts media event next tuesday launch longawaited update macbook laptop computers later date oil sinks fivemonth low gustav spares production repeats additional subscribers change text set stage ipod player launches potential price cuts media invitation lets rock event next tuesday widely anticipated fans nasdaq composite indexes fell tuesday sharp slide oil prices hit shares energy companies including exxon mobil drop punctured earlier rally largecap technology shares adds details speculation ipods first paragraph dow pct nasdaq pct pct updates midday dow pct nasdaq pct pct updates midmorning life coffee shop chain starbucks hoping customers craving little whole grain lowfat lattes google adding youtubelike video communications features business application suite looking videosharing among office workers easy trading emails instant messages google set introduce tuesday web browser designed quickly handle videorich complex web programs posing challenge browsers designed originally handle text graphics bangkok sept china mobile still aims grow worlds largest telecoms market subscribers valueadded services news despite facing increased competition pressure voice margins fuelefficient stoves displaced congolese families droughtresistant cashew trees brazil aid agencies offering carbon offset schemes want marry emissions savings help people living climate change fuelefficient stoves displaced congolese families droughtresistant cashew trees brazil aid agencies offering carbon offset schemes want marry emissions savings help people living climate change mobile phone maker nokia tuesday launch comes package offering britain signing deal carphone warehouse sell first model china mobile worlds largest mobile phone firm tuesday subscribers service income continue grow next due low penetration mobile market china although recent industry restructuring increased competition russias third largest mobile phone operator megafon tuesday signed distribution deal sell iphone russia
20080903,thursday bearish comments technology companies fueled fears weak economy hurt holiday season sales mobile phones consumer electronics driving shares sharply lower wednesday crayolas colored crayons pencils made staple backtoschool shopping even feeling pinch weak economy dell chief executive michael dell day sell device competes incs iphone though plan get market time soon google challenging microsoft corp web browser lets users run many applications worked installed local pcs executives tuesday
20080904,yorks state attorney general planning sue student loan goal financial accusing engaging illegal practices lure customers york times reported thursday microsoft corp kicked million marketing campaign thursday aimed improving image windows vista operating system strike back incs mac ads watch star digital video recorders done away notion prime time millions gamers game publishers offering interactive ushered virtual prime time entertainment construction equipment maker terex cuts profit forecast japans sony corp launched voluntary recall vaio portable computers citing potential hazard could cause machines overheat possibly burn user dow pct pct nasdaq pct updates midday changes byline dow pct pct nasdaq pct york cable operator cablevision systems corp started rolling free wifi network subscribers want access web via laptops wireless devices
20080905,dow pct pct nasdaq pct updates add wsj report fannie freddie jobless rate jumps percent nearly high analog chip maker national semiconductor corp posted lower quarterly profit friday issued revenue forecast slightly weaker expected shares sony corp fell percent lowest almost three years friday consumer electronics giant recalled vaio laptops due possible overheating could burn users japans sony corp launched voluntary recall vaio portable computers citing potential hazard could cause machines overheat possibly burn user softbank corp japans thirdbiggest mobile phone operator added users rivals net basis august straight month data suggested momentum iphone launch slowed
20080908,lehman news meeting sell asset management arm russias vimpelcom subsidize iphones plans start selling later alexander izosimov chief executive officer fixedtomobile telecoms monday shares fell much percent monday ahead highly anticipated event tuesday maker mac ipod iphone expected roll ipod nano give update iphone sales digital napster monday independent proxy advisors concluded three dissident investors seeking seats companys board unqualified elected blackberry maker rim biggest winner slowing smartphone market second quarter roughly doubling market share ago percent research firm gartner monday chipmaker wolfson microelectronics monday picked motorolas mike hickey chief executive replace dave shrigley stepping personal reasons british chipmaker wolfson microelectronics monday picked motorola incs mike hickey chief executive replace dave shrigley stepping personal reasons jakarta life indonesian muslims struggling balance work holy fasting month ramadan relying special cellphones help keep faith
20080909,taiwanese handset maker high tech computer htc corp aims expand sales japan launch products coming months secondranked carrier kddi corp eaccess thin smiling chief executive steve jobs launched much thinner curved ipod nano player joked state muchdiscussed health tuesday reporter nbc universal ended yearlong disagreement pricing keeping nbc shows itunes store microsoft corp seen slowdown consumer spending slumping economy entertainment devices division includes xbox zune businesses units president tuesday surprisingly weak home sales data adds economic fears several student lending companies agreed changes direct marketing loans including ban contests mailing advertising practices officials tuesday nokias internet offering still work progress worlds top cell phone maker seeking acquisitions speed roll services niklas savander head unit interview eight student lending companies agreed change way directly market loans including ban contests mailing advertising practices officials tuesday surprisingly weak home sales data adds economic fears adds analyst comment background device details byline chief executive steve jobs poked fun reports poor health product presentation tuesday walking screen reports death greatly exaggerated nokias internet offering still work progress worlds top mobile phone maker seeking acquisitions speed roll services niklas savander head unit interview softbank corp turning corporate users stoke demand incs iphone initial hype surrounding launch device japan fades russias vimpelcom subsidize iphones plans start selling later alexander izosimov chief executive officer fixedtomobile telecoms monday nokias internet offering far ready worlds top cellphone maker seeking acquisitions speed roll services niklas savander head unit interview nokia confident phones free access also sold telecom operators timing carriers nokias internet services chief told
20080910,federal judge san jose given preliminary approval million settlement shareholder derivative claims current former executives court documents showed mobile phone companies begun see substantial returns delivering data voice fueled greater openness networks industry leaders wednesday research motion launching flip version popular blackberry pearl smartphone move reasserts push retail consumer market research motion appears dialed mainstream hit flip version popular blackberry pearl tapping cell phone users love affair clamshell mobiles deutsche telekoms tmobile unit set start selling mobile phone based google incs android software within weeks according people familiar matter thin smiling chief executive steve jobs launched much thinner curved ipod nano player joked state muchdiscussed health tuesday reporter nbc universal ended yearlong disagreement pricing keeping nbc shows itunes store top york times business pages wednesday
20080911,live miami consider among attractive people united states personal computers rash ultramini laptops full geeky goodness light portable powerful almost perfect almost york life live miami consider among attractive people united states yahoo plans open online site feature information songs artists outside services itunes amazoncom executive thursday dow pct pct nasdaq pct updates early morning mobile phone companies begun see substantial returns delivering data voice fueled greater openness networks industry leaders wednesday federal judge san jose given preliminary approval million settlement shareholder claims backdating stock options current former executives court documents showed stock index futures point lower opening wall street thursday lingering concerns health financial sector weaker oil prices could weigh energy shares
20080912,stocks closed little changed friday day whipsaw moves uncertainty fate troubled investment bank lehman brothers kept investors anxious health financial system group media industry companies planning build digital world video devices content websites play together perfect harmony consumers safely store digital content access anywhere world dow pct pct nasdaq pct updates close adds byline dow pct pct nasdaq pct updates afternoon ubs downgraded best buy neutral buy citing concerns excess inventory lcd supply chain sending consumer electronics retailers shares nearly percent google betting revolutionize wireless internet service mobile phones way transformed search business pcs personal computers rash ultramini laptops full geeky goodness light portable powerful almost perfect almost live miami consider among attractive people united states high tech computer htc worlds top smartphone maker friday sees good opportunity reach upper end sales target strong reception highend models high tech computer htc worlds top smartphone maker friday sees good opportunity reach upper end sales target strong reception highend models previously targeted sales growth percent chief financial officer cheng huiming whose products aim compete apples hugely popular iphone
20080913,york thanniversary hot song chart based actual performance weekly hot singles charts inception august july group media industry companies planning build digital world video devices content websites play together perfect harmony consumers safely store digital content access anywhere world
20080914,anyone expecting soon tobelaunched google phone change market like apples iphone past likely disappointed
20080915,tuesday phone att plans eventually link incs iphone highspeed internet video service called uverse introduce features like using phone remote control future sony ericsson phones launched xperia brand based microsoft windows handset maker launch digital marketing campaign xperia monday treasury yields fivemonth lows updates comments prices changes byline best buy plans buy digital service napster million cash effort compete apples dominant itunes service ipod players upstart internet telephone introduced method mobile telephone users call land line phones around world little twocents minute top basic rates reporter challenging hegemony digital distribution consortium major studios excluding key ally walt disney teaming retailers consumerelectronics firms essentially transform paid download experience akin buying dvd goal letting video purchased outlet played device worldwide anyone expecting soon tobelaunched google phone change market like apples iphone past likely disappointed man selling fake rolex watches beijings forbidden city day hardly endangered species china quietly starting win plaudits efforts protect intellectual property news corps myspace worlds largest social networking site sunday longexpected myspace joint venture three major labels launch four major sponsors underwriting costs streaming free millions myspace users
20080916,consumer electronics retailer best buy posted steeperthanexpected drop quarterly profit spent store redesign labor anticipated sending shares percent consumer electronics retailer best buy posted steeperthanexpected drop quarterly profit spent planned bolster stores sending shares percent finance chief jim muehlbauer says wont scale back growth investments cut overhead costs travel expenses warner group worlds third largest tuesday promoted top executives lyor cohen michael fleisher posts vice chairmen plans revamp international corporate structure consumer prices dropped percent august first decline nearly years energy costs fell sign slowing economy relieving inflation pressures government data showed tuesday phone att plans eventually link incs iphone highspeed internet video service called uverse introduce features like using phone remote control corrects remove wrong instrument code bullet point
20080917,several wall street analysts cut fiscal earnings outlook goldman sachs group citing difficult market conditions even see investment bank best positioned player financial services sector extends billion loan pct stake aig apples iphone won public vote find years best gadget beating strong competition three games consoles budget laptop balloonshaped ipod speaker system phone att plans eventually link incs iphone highspeed internet video service called uverse introduce features like using phone remote control
20080918,nokias first phone model free access scheduled sale oct britain retailer carphone warehouse web page sprint nextel corp thursday shrugged market concerns difficulties selling iden wireless network saying multiple options big money financial system shaken core yesterday investors run safety york times put race continued morning asian markets wake mean wake dow jones industrial average shedding shares shanghai composite lost nikkei lost financial times reports yet european markets opened cautious optimism justannounced vix multiyear high financialsector worries rise research motion add carriers fastgrowing emerging markets yet see adverse impact widening global financial crisis cochief executive thursday
20080919,power adapters latest iphone break lead risk electric shock urged users exchange although injuries reported dow almost pct pct nasdaq pct updates midday corrects spelling delevering paragraph adds ceo quotes analyst comment background shares treasury secretary henry paulson friday urged congress back bold plan attack financial market weakness buying risky loans best longrun hope save taxpayers money
20080920,chinas middleclass moms bluecollar pensioners among worlds avid successful investors last record lost fortunes broken families protest power adapters latest iphone break lead risk electric shock urged users exchange although injuries reported
20080922,japanese bank plans buy big stake morgan stanley japanese bank plans buy big stake morgan stanley cisco systems shares fell percent monday morgan stanley cut price target due weaker economy although investment bank still gave overweight recommendation nokia well prepared googles highprofile foray mobile phone business thanks years development experience millions phones market senior nokia official told global stocks fall amid concerns bailout plan updates show nasdaq falling percent york shares fell percent trading opening bell monday morgan stanley cut price target ipodmaker age consumers buying songs downloading portable player sandisk betting people still want actually grasp tunes palms hands
20080923,tmobile rolled googles answer iphone web search giant makes biggest stab yet leaping consumers computers pockets device cheaper rival offers widelyanticipated phone introduced tuesday made htc corp touchsensitive screen computerlike keyboard wifi connections uses googles android operating system available tmobile rolled googles answer iphone web search giant makes biggest stab yet leaping consumers computers pockets device cheaper rival offers tmobile rolled googles answer iphone web search giant makes biggest stab yet leaping consumers computers pockets device cheaper rival offers widelyanticipated phone introduced tuesday made htc corp touchsensitive screen computerlike keyboard wifi connections uses googles android operating system available three colors buffett invests goldman futures surge financials fall outlook downgrades bernanke paulson urge action bailout prospect rescue plan delay sours market sentiment dow ends pct pct nasdaq pct updates close buffetts investment goldman stocks fell tuesday fear congressional wrangling could delay proposed billion plan rescue financial sector increasing worries struggling economy research motion preparing launch long anticipated touchscreen version blackberry smartphone according official promotion email carrier verizon wireless tmobile rolled googles answer iphone web search giant makes biggest stab yet leaping consumers computers pockets device cheaper rival offers dow pct pct nasdaq pct updates close refiles corrects error instrument code hewlettpackard paragraph tmobile usa sell first phone powered google incs android operating system slightly cheaper rival incs popular iphone wireless service tuesday price competes entrylevel price iphone twoyear contract tmobiles phone seen googles answer iphone web search leaders biggest push yet cell phone market phone made taiwans htc cor dow pct pct nasdaq pct updates afternoon dow pct pct nasdaq updates midday changes byline
20080924,news corps myspace worlds largest social networking site wednesday unveiled longexpected joint venture four major companies bid compete incs marketleading itunes store short interest nasdaq york stock exchange increased slightly mid september suggesting bearish sentiment stock markets held steady scott troetel friends indianapolis colts playing often reaches blackberry check running back joseph addai nice try phone google better luck next time dow edged lower wednesday uncertainty congress might approve proposed billion financial sector bailout offset warren buffetts billion bet goldman sachs dow pct pct nasdaq pct updates close rogers wireless canadas largest mobile seeing slowdown activity telecom network result darkening economic climate president wednesday dow pct pct nasdaq pct updates afternoon
20080925,friday research motion warned thursday profit current quarter come lower analysts expected higher costs related newest blackberry smartphones sending shares nearly percent research motion warned thursday profit current quarter come lower analysts expected higher costs related newest blackberry smartphones sending shares nearly percent adds coceo comments details dollars unless noted mexicos america movil set start selling incs iphone brazil friday expect enough hugely popular devices meet demand executive companys brazilian unit thursday news corps myspace worlds largest social networking site wednesday unveiled longexpected joint venture four major companies bid compete incs marketleading itunes store scott troetel friends indianapolis colts playing often reaches blackberry check running back joseph addai nokia quietly extending knowledge base free linux operating system give extra options battle mobile software supremacy google dow pct nasdaq pct updates midmorning nice try phone google better luck next time thats seem saying google incs first foray world cell phones attract long lines like incs iphone offers much looking use phones talking top selected canadian scott troetel friends indianapolis colts playing often reaches blackberry check running back joseph addai nokia quietly extending knowledge base free linux operating system give extra options battle mobile software supremacy google turkish press thursday
20080926,updates amazon fix adobe comment recording details research motion shares plunged percent friday biggest oneday decline eight years maker blackberry smartphones revealed profit outlook softer analysts expected security hole adobe systems software used distribute movies shows internet giving users free access record copy amazoncom incs video streaming service research motion shares plunged percent friday biggest oneday decline eight years maker blackberry smartphones revealed profit outlook softer analysts expected stocks ended mostly higher friday big bank shares staged late rally hopes lawmakers hammer agreement billion financialsector rescue plan weekend dow pct pct nasdaq pct updates close security hole adobe systems software used distribute movies shows internet giving users free access record copy amazoncom incs video streaming service nokia unveil first touchscreen phone next week direct challenge apples successful iphone industry sources told friday lower margins profits painful necessary price research motion pay capture bigger market share models blackberry smartphones lower margins profits painful necessary price research motion pay capture bigger market share models blackberry smartphones rim shares fell percent friday lowest level day warned costs launching thirdgeneration handsets like highend blackberry bold eat gross margins research motion shares sank nearly percent friday investors digested news companys profit lag expectations rim spends heavily develop crop blackberry smartphones dow pct pct nasdaq pct updates midday shares fell much percent friday concern implications iphone maker weak outlook rival research motion produces blackberry smart phone repeats widen distribution adds coceo comments details dollars unless noted major russian home electronics cell phone retailers friday kick incs iphone sales russia beginning october estimated units could sold end major russian home electronics cellphone retailers friday kick incs iphone sales russia beginning oct estimated units could sold end worlds top cellphone maker nokia unveil first touchscreen phone media analyst event london next week industry sources told friday nokia unveil first touchscreen phone next week direct challenge apples successful iphone industry sources told friday worlds top cellphone maker nokia unveil longawaited first touch screen phone media analyst event london next week industry sources told friday turkish press friday
20080927,security hole adobe systems software used distribute movies shows internet giving users free access record copy amazoncom incs video streaming service security hole adobe systems software used distribute movies shows internet giving users free access record copy amazoncom incs video streaming service york yorkbased singersongwriter rachael yamagata knows sizable portion audience might never hear album way intended
20080928,starbucks corp shares could rise percent percent within coffee chain overhauls menu slashes costs barrons monday edition japanese video game maker nintendo plans launch model handheld machine take pictures play end nikkei business daily sunday
