finally launching iphone china mobile ltds vast network friday opening door worlds largest carriers million subscribers giving china sales shortterm jolt boutique hotel experts mrs smith wwwmrandmrssmithcom announced predictions top accommodation travel trends watch chipmaker skyworks solutions reported percent jump quarterly profit helped increased demand analog chips used connect machines devices internet forecast secondquarter profit estimates adds warsaw bourse ally financial rcs capital apollo global vattenfall loewe tyson foods updates johnson johnson bidvest group tyson foods first san franciscobased commuters google got buses plush seats free wifi getting security chinas regulators launched probes skincare products maker skin enterprises local media questioned companys business practices dragging shares several retailers use similar distribution models incs various objections courtappointed antitrust monitor case involving fixing ebook prices confirm importance work federal judge thursday app creators say allows players simulate major merger acquisition deal complete drama backstabbing none actual financial downside became available thursday iphones ipads apollo global management llc buy cec entertainment parent chuck cheese restaurant chain million adding portfolio includes companies ranging cruise ship operators casinos apollo global management llc buy cec entertainment parent chuck cheese restaurant chain million adding portfolio includes companies ranging cruise ship operators casinos british retailers able tap consumers growing love online shopping demand musthave tablet computers gadgets cheap enjoyed robust trading otherwise tough christmas industry microsoft corp considering ericsson chief executive hans vestberg possible successor outgoing ceo steve ballmer bloomberg reported citing sources briefed software giants executive search wealthy chinese likely buy fewer luxury goods steepest cutback spending least five years changing game highend retailers like louis vuitton staked growth china chinas zte corp worlds seventhbiggest smartphone maker aims almost double market share next three years ramping spending marketing targets smartphone share pct pct top wall street journal top york times business pages,pos
bids mergers acquisitions disposals reported gmt friday morgan stanley stock hits highest results nextel mobile phone service owned nii holdings offer incs iphone iphone customers brazil investors german television maker loewe plan cut quarter jobs try turn around filed insolvency october losing fierce competition amid falling prices sets indexes dow pct pct nasdaq pct stocks poised open little changed friday wake earnings morgan stanley general electric ahead data housing market consumer sentiment york morgan stanley reports sharp fall quarterly profit wall street bank hit billion legal bills adjusted earnings beat market estimates morganstanleyresults update moved words beyonce fans got big surprise midnight december star announced album blue beyonce fans got big surprise midnight dec star announced album blue finally launching iphone china mobile ltds vast network friday opening door worlds largest carriers million subscribers giving china sales shortterm jolt executives taiwans acer take percent pay cut beleaguered reported greaterthanexpected net loss continued weakness flagship products london royal dutch shell issues significant profit warning detailing string problems across board extent challenges facing oil majors boss ben van beurden took weeks ago shellwarning update moved kate holton words shares closed highest weeks friday posting weekly gains largely buoyed strong showing asian insurer aia group chinese internet giant tencent holdings dax top index looked set open unchanged friday according premarket data brokerage lang schwarz gmt beyonce fans got big surprise midnight dec star announced album blue,pos
tuesday intellectual ventures set square week google incs motorola mobility unit first trial multibilliondollar patentbuying firm undertaken founded,neg
san franciscos transportation agency agreed tuesday charge google tech companies every time commuter shuttles uses public bus stop deal seems unlikely end recent wave technology industrybacklash among residents san franciscos transportation agency agreed tuesday charge google tech companies every time commuter shuttles uses public bus stop deal seems unlikely end recent wave technology industrybacklash among residents wednesday verizon communications incs acquisition intel corps venture create webbased service catalyst pushes cable players start similar products fend fastgrowing video rivals netflix amazoncom bad mood sure smartphone apps provide short guided meditations designed help users return positive state mind appeals court gave reprieve external monitor appointed oversee compliance antitrust laws found liable last july conspiring raise ebook prices iqe plc core earnings jumped percent allaying concerns slowing growth global smartphone market hurting british semiconductor materials maker top wall street journal,neg
microsoft corps head lawyer suggested overseas customers allowed personal data stored nonus data centers financial times reported wednesday carl icahn taken stake ebay proposing spinoff fastgrowing paypal division ecommerce giant rebuffed overture setting stage potential battle activist investor carl icahn taken stake ebay proposing spinoff companys fastgrowing paypal division ecommerce giant rebuffed overture setting stage potential battle activist investor activist investor carl icahn lashed wednesday tweeted bought million shares past weeks bringing investment iphone maker billion shares blackberry tear far rallied wednesday investors eyed cash windfall technology companys plans sell canadian real estate assets cloud software maker vmware buy privately held mobile security airwatch billion tap rising demand companies secure smartphones tablets used employees vmware thqtr stqtr revenue forecast beats analysts estimates christies art sales surged record high billion billion buyers rising asian demand contributed buoyant art market fragile global economy christies art sales surged record high billion billion buyers rising asian demand contributed buoyant art market fragile global economy hedge fund manager david einhorn whose greenlight capital ranked among last years best performers taken positions micron technology plc praised letter investors practices focused returning cash shareholders adds icahns comments cnbc background details updates trading,neg
enjoy combining cultural history good food good wine stroll pretty old streets olive groves province cordoba spains southern region andalusia offers perfect itinerary microsoft corp posted biggerthanexpected quarterly profit thursday boosted strong sales software services businesses solid holiday season xbox game console surface tablets slightly lower tax bill enjoy combining cultural history good food good wine stroll pretty old streets olive groves province cordoba spains southern region andalusia offers perfect itinerary microsoft corp posted biggerthanexpected quarterly profit thursday boosted strong sales office software businesses solid holiday season xbox game console surface tablets slightly lower tax bill activist investor carl icahn picked another million shares thursday take investment iphone maker billion ratcheting monthslong campaign pry open companys cash hoard stocks fell thursday dow jones industrial average recording third consecutive day losses risky assets sold wake disappointing manufacturing data china microsoft profit strong commercial sales shares extended trade nokia reported steep fall sales network equipment division raising concerns growth prospects primary operation selling former flagship phone business microsoft sales rump nsn network business fall expected incs macintosh computer celebrates anniversary friday attracted many fans gone buy lots devices display expects boost firstquarter shipments clients cushion impact seasonal lull screen sales riding fourth quarter profit halved operating profit bln won bln won analyst estimate computer accessories maker logitech international raised forecast reporting betterthanexpected quarterly results helped sales covers keyboards makes incs ipads computer accessories maker logitech international raised forecast reporting betterthanexpected quarterly results helped sales covers keyboards makes incs ipads carl icahn taken stake ebay proposing spinoff fastgrowing paypal division ecommerce giant rebuffed overture setting stage potential battle activist investor hedge fund manager david einhorn whose greenlight capital ranked among last years best performers taken positions micron technology plc praised letter investors practices focused returning cash shareholders top wall street journal,neg
wall street managed avoid major selloffs bears look ready anxious take command notch successful holiday shopping season yet reports quarterly results monday setting records sales giftfriendly iphones ipads government friday urged federal appeals court reject incs effort oust courtappointed monitor antitrust compliance saying cannot trusted job san francisco man sentenced three years probation friday stealing personal information ipad users including bigcity mayors network news anchor movie mogul corporate raiders long scorned wall street gaining credibility activist investors point investment banks eager bestow title valued customer ebay fighting proposal activist investor carl icahn spin paypal views payments service crucial longterm growth prospects ecommerce electric carmaker tesla motors expects china contribute onethird global sales growth senior executive friday adding trademark issue stalling fullentry china resolved bids mergers acquisitions disposals reported gmt friday stateowned chinese station run string criticizing foreign firms accused retailer walmart circumventing quality control process fasttracking products higher profit margins stateowned chinese station run string criticising foreign firms accused retailer walmart circumventing quality control process fasttracking products higher profit margins samsung electronics posted first decline quarterly profit years hit oneoff special bonus well slowing smartphone sales braces tougher competition rival aims reduce mobile marketing spend relative revenue adds video link challenge updates shares top wall street journal,neg
notch successful holiday shopping season yet reports quarterly results monday setting records sales giftfriendly iphones ipads chairman gou says mustgo market supplier wall street managed avoid major selloffs bears look ready anxious take command,neg
suppliers sink weakerthanexpected forecast york stocks extended recent losses monday falling third straight session concern grew federal reserves plans withdrawing stimulus south koreas hynix worlds secondlargest memory chipmaker upbeat sales firehit factory china resumes full production quarter boosts shipments personal computer chips seoul shares steadied early tuesday sharp declines previous three sessions investors staying cautious ahead expected stimulus reduction federal reserve week taiwan exportdriven economy grew preliminary percent octoberdecember quarter versus ago handily beating median forecast percent poll lowerthanexpected holiday iphone sales weak revenue forecast renewed fears chinese demand tepid global market wiping percent stock shares incs japanese component makers took beating tuesday tech giant missed wall streets target iphone sales key holiday shopping season offered weakerthanexpected outlook shares south korean flatscreen maker display tumbled nearly percent early tuesday major customer gave weakerthanexpected forecast quarter samsung electronics sold record million smartphones fourth quarter widened lead even firm reached iphone sales high data research firm strategy analytics showed technology companies give public customers detail court orders receive related surveillance agreement reached monday obama administration rewrites throughout adds details adds comment companies missed wall streets lofty target iphone sales crucial holiday shopping season offered weakerthanexpected forecast quarter sending shares percent monday asian shares pinned near fivemonth lows tuesday turmoil emerging markets concerns economic slowdown china took toll sold fewer iphones expected holidays reflecting intense competition archfoe samsung electronics crucial period adds analysts comments graphics details international business operating profit bln won bln won forecast home sales fall second straight month dec home sales fall second straight month dec many people dont realize economist john maynard keynes professional investor thinker addressed big issues although keynes foresee crash nearly wiped three separate occasions made money challenging years pioneered durable investing principles along way worth market conditions many people dont realize economist john maynard keynes professional investor thinker addressed big issues although keynes foresee crash nearly wiped three separate occasions made money challenging years pioneered durable investing principles along way worth market conditions home sales fall second straight month dec banking applications android phones vulnerable cyber crime chief executive cofounder russian antivirus software maker kaspersky lab monday wall street set modest rebound monday worst week june investors focused corporate earnings big names like caterpillar london emerging markets lead global selloff risky assets european stocks follow sharp falls asia safehaven assets yen gold rally marketsglobal wrapup expect gmt natsuko waki words caterpillar shares reporting betterthanexpected results samsung electronics pay ericsson million along years royalties end technology license spat swedish monday initial payment lift sales bln swedish crowns south koreas electronics beat analyst estimates doubling quarterly profit thanks yearend holiday spending highend tvs brushing loss smartphone business adds comments executives fund manager forex impact updates shares looking great videos watch sure start apps aim decision easier selecting clips suit persons personality mood london emerging markets lead global selloff risky assets european stocks follow sharp falls asia safehaven assets yen gold rally marketsglobal wrapup moving shortly natsuko waki words taiwans foxconn technology group major supplier incs iphones ipads build hightech factories united states lowcost plants indonesia appeal made china fades burden chairman gou says mustgo market supplier,pos
retailer walmart stores wednesday upgrade vendor compliance process china requiring documentation making use computerbased system help suppliers manage associated paperwork president barack obama called congress pass legislation aimed reining many companies complain proliferating frivolous patent infringement lawsuits stock futures rally turkeys central bank raises rates cirrus logic whose audio chips used incs iphones ipads forecast currentquarter revenue missed analysts average estimate sending shares percent bell wait little longer watershed moment china stock futures jump turkeys central bank raises rates durable goods orders unexpectedly plunge december global gauge equity markets tuesday posted largest gain nine sessions ahead expected measures turkey protect currency help stop recent run emerging markets bids mergers acquisitions disposals reported gmt tuesday hedge fund billionaire carl icahn bought another half billion dollars worth stock tuesday signaling confidence iphone maker even gave disappointing revenue forecast current quarter durable goods orders unexpectedly plunge december stock markets steadied tuesday three days intense selling investors waited see turkey epicenters recent rout hike interest rates defend battered lira specialty glass maker corning warned prices lcd glass decline current quarter raising concerns growth display business needs cheaper iphone keep pace lowcost rivals analysts companys smartphone sales fell short lofty expectations holiday shopping season stock markets steadied tuesday three days intense selling investors waited see turkey epicenters recent rout hike interest rates defend battered lira emerging market shares stabilize wall street morning trading durable goods orders unexpectedly plunge december london britains economy grew last fastest rate financial crisis official data shows raising questions long bank england keep interest rates record low britaineconomy update moved david milliken andy bruce words emerging market shares stabilise wall street seen percent stmicroelectronics posted lower quarterly revenue narrow loss monday underscoring european chipmaker losing ground rivals orders key customer nokia shrink canadas main stock index pointed higher open tuesday ahead central bank policy meeting decide stimulus cuts specialty glass maker corning lcd glass prices decline current quarter raising concerns growth prospects television display business brings third companys revenue shares open lower muted iphone sales outlook lowerthanexpected holiday iphone sales weak revenue forecast renewed fears chinese demand tepid global market wiping percent stock london britains economy grew fastest annual growth financial crisis last despite slight slowdown last three months official data shows britaineconomy update moving shortly words japans advantest corp worlds largest maker chip testing equipment widened fullyear net loss forecast times weak demand testers chips used smartphones samsung electronics sold record million smartphones fourth quarter widened lead even firm reached iphone sales high data research firm strategy analytics showed european shares set rebound onemonth lows tuesday investors seeing value beatendown stocks although concerns cut stimulus could hurt emerging economies could keep gains check britains ftse index set open steady tuesday futures firming percent ahead cash market open britains ftse index seen opening points flat percentage terms according financial bookmakers markets worry fed tapering undermine emerging markets top york times business pages top wall street journal,pos
lenovo group wednesday agreed buy google incs motorola handset division billion chinas largestever tech deal lenovo buys way heavily competitive handset market dominated mobile chipmaker qualcomm posted higher fiscal firstquarter revenue slightly missed estimates smartphone growth shifted china bumped fullyear earnings outlook playing expected mobile chipmaker qualcomm posted higher fiscal firstquarter revenue slightly missed expectations smartphone growth shifted china bumped fullyear earnings outlook strong start lenovo group wednesday agreed buy google incs motorola handset division billion chinas largestever tech deal lenovo buys way heavily competitive handset market dominated ericsson ceo hans vestberg told directors plans step report among candidates take microsoft corps steve ballmer bloomberg reported wednesday market insights including options activity click day ahead newsletter httplinkreuterscommexs retailer walmart stores wednesday upgrade vendor compliance process china requiring documentation making use computerbased system help suppliers manage associated paperwork top selected canadian european equity futures rose wednesday turkeys decision hike key interest rates defend countrys crumbling currency helped buoy equity markets hit last week emergingmarket sell european stocks seen opening higher wednesday traders saying move overnight turkey hike key interest rates defend countrys crumbling lira currency helping buoy equity markets,pos
zynga shed percent workforce slash costs buy mobile game developer naturalmotion million refresh stalled games pipeline moves sent stock soaring percent afterhours trading top financial times first super bowl york metropolitan area days away everybody wants action even mother nature come big apples party president barack obama promised overhaul federal jobs training programs thursday second leg tour intended highlight proposals improve fortunes low middleincome americans samsung sought defeat apples bid permanent sales ban samsung smartphones arguing court thursday apples request attempt instill fear among telecom carriers retailers carry samsungs products zynga slash costs shedding percent workforce developed farmville thursday adding bolster pipeline mobile games buying game developer naturalmotion million moves sent stock percent hours google incs quarterly revenue beat wall streets target despite ongoing decline prices online ads deepening losses motorola handsetmaking division sold chinas lenovo first super bowl york metropolitan area days away everybody wants action even mother nature come big apples party broadcom thursday posted fourthquarter revenue profits earlier results slightly exceeded expectations wall street analysts concerned tepid smartphone sales president barack obama promised overhaul federal jobs training programs thursday second leg tour intended highlight proposals improve fortunes low middleincome americans bids mergers acquisitions disposals reported gmt thursday jdcom chinas secondlargest ecommerce filed listing shares market leader alibaba group holding tapping rising investor enthusiasm surrounding chinas booming online retail market anticorruption crusader arvind kejriwal shaken indias political landscape promises change rotten system scrambling dispel fears populism rabble rousing could liability asias thirdlargest economy shares hitech athletic sportswear maker armour leaped percent posted betterthanexpected profit consecutive quarter sees revenue bln bln est bln washington robust household spending rising exports keep economy solid ground fourth quarter stagnant wages could chip away momentum early usaeconomy wrapup moved lucia mutikani words shares hover around high rewrites adds shares ceo analyst comment britain cut tax bills many biggest companies quarter last survey showed thursday government efforts cut nations debt stir controversy spending cuts tax breaks lenovo group chinese technology earns percent revenue personal computers betting also challenger samsung electronics smartphone market stocks hit month low emerging market rout deepens lenovo says buy motorola smartphone unit google lenovo group wednesday agreed buy google incs motorola handset division billion chinas largestever tech deal lenovo buys way heavily competitive handset market dominated,pos
investors crave quiet market coming week digest recent volatility stocks rehash sundays super bowl prospect doesnt look likely president barack obama friday took steps get businesses federal government hire longterm unemployed part initiatives get jobless back work shares intrawest resorts holdings fell much percent debut friday mountain resort operators heavy debt deterred investors weakening market president barack obama meet friday group chief executive officers agreed sure companies rule hiring people resumes show work,neg
japans sony corp chinese technology lenovo group talks possible joint venture take sonys lossmaking vaio business overseas japanese broadcaster nhk reported saturday,pos
big transformed massive party sunday york jersey prepared host super bowl denver broncos seattle seahawks investors crave quiet market week digest recent volatility stocks rehash sundays super bowl prospect doesnt look likely,pos
samsung electronics unveil version flagship galaxy smartphone month expectations low features bigger screen lead sharp jump sales given intensifying competition federal communications commission doubling investment highspeed internet schools monday pledged additional billion years improving broadband networks schools libraries,neg
microsoft corp betting mix old young blood revive aging technology pioneer chief executive officer satya nadella find tough push change cofounder bill gates former ceo steve ballmer breathing neck microsoft corp betting mix old young blood revive aging technology pioneer chief executive officer satya nadella find tough push change cofounder bill gates former ceo steve ballmer breathing neck satya nadellas elevation ceo cofounder bill gates decision relinquish chairmanship microsoft corp marks changing guard yearold fueled revolution struggling establish longterm identity china higher prices mean prestige luxury electric carmaker tesla taking bold step win clients cachet curbing markup half rivals command market insights including options activity click day ahead newsletter httplinkreuterscommexs morning news call newsletter httplinkreuterscomnexs stocks rose tuesday underpinned slew sturdy corporate results market regained footing largest selloff months day earlier dow jones industrial average percent percent nasdaq comp president barack obama pen phone tuesday wielded ipad help point hopes schools without funding congress market insights including options activity click day ahead newsletter httplinkreuterscommexs morning news call newsletter httplinkreuterscomnexs stocks rose tuesday underpinned slew sturdy corporate results market regained footing largest selloff months day earlier dow jones industrial average percent percent nasdaq compo urged federal appeals court tuesday put courtappointed antitrust monitor hold arguing efforts harming companys business market insights including options activity click day ahead newsletter httplinkreuterscommexs morning news call newsletter httplinkreuterscomnexs stocks rose tuesday underpinned slew sturdy corporate results market regained footing largest selloff months day earlier dow jones industrial average percent percent nasdaq com john besh delves past recalling advice lessons learned top european chefs start culinary career cooking heart third cookbook london world shares slump near fourmonth low signs slowdown economy aggravate anxiety caused selloff emerging markets marketsglobal wrapup expect gmt marc jones words british chip designer arm holdings slowdown demand samsung smartphones behind smaller expected rise fourthquarter royalty revenues royalties revenue mln forecasts mln shares plunge slowdown adds emerging market woes lenovo declines comment media report adds lenovo declining comment analyst share close microsoft corp prepares unveil insider satya nadella chief executive investors analysts weighing effective veteran reigniting companys mobile ambitions satisfying wall streets hunger cash sharp corp lifted fullyear earnings forecast tuesday receiving strong orders chinese makers smartphone panels putting firmer footing secure fullyear net profit needs condition billion bank rescue profit octdec qtr hits bln yen bln yen fcast britains ftse index seen opening points lower much percent tuesday according financial bookmakers sharp corp lifted fullyear earnings forecast tuesday receiving strong orders smartphone panels chinese makers putting firmer footing secure fullyear net profit needs condition billion bank rescue microsoft corp prepares unveil insider satya nadella chief executive investors analysts weighing effective veteran reigniting companys mobile ambitions satisfying wall streets hunger cash,neg
former england soccer captain david beckham announced wednesday exercised option become owner major league soccer team miami promising peoples club pandora media reported higher revenue profit quarter ending december costs expand audience rising forecasts stquarter adj eps est based history broader experience companies apples plan buy back billon shares probably end bit disappointment sony talks sell vaio japan business fund source market insights including options activity click day ahead newsletter httplinkreuterscommexs morning news call newsletter httplinkreuterscomnexs stock index futures fell wednesday dow jones industrial average futures percent futures percent nasdaq futures percent audi opened digital showroom major berlin shopping street part shift luxury carmakers display vehicles virtually move smaller pricier city center locations woo young affluent buyers opens digital showroom major berlin shopping avenue hewlettpackard cos powerful executives sidelined ceo meg whitman preparing leave coming weeks several sources say market insights including options activity click day ahead newsletter httplinkreuterscommexs stock index futures little changed wednesday dow jones industrial average futures percent futures percent nasdaq futures percent,neg
repurchased billion stock weeks reported disappointing firstquarter results spokesman repurchased billion worth stock last weeks disappointing firstquarter results wall street journal reported quoting chief executive tim cook shares sony corp climbed much percent twoweek high yen friday morning japanese firm spinning lossmaking division latest attempt revive fortunes racially diverse jury decide middleaged white man committed murder faced lifeordeath threat opened fire four black teenagers suv parked next north florida gas station killing sony corp chief executive offer kazuo hirai seeking cure business lost billion decade isolating speed decisions future strategy icahn enterprises activist investor carl icahns publicly traded investment vehicle thursday keith cozza take president chief executive officer replacing daniel ninivaggi expects bln net loss core operations weak future taiwan tech firms worrisome postapple era top wall street journal top york times business pages,neg
stocks jumped friday giving first weekly gain four impact weak reading labor market dulled harsh weather conditions traders focused expectations economic strength january payrolls disappoint december revised slightly buy low sell high thats investors credo appears followed pounced drop stock price buy billion shares weeks justice department close investigation samsung electronics use special class essential patents attack rivals keep monitoring related patent litigation friday justice department close investigation samsung electronics use special class essential patents attack rivals keep monitoring related patent litigation friday qualcomm world leader smartphone microchips want shore defensive tactics years ago nathan myhrvold microsofts chief technology officer composed word piece prophesy titled road kill information highway reads fresh today repurchased billion stock weeks reported disappointing firstquarter results spokesman canadas business competition watchdog friday reached agreement four major ebook publishers expects lower ebook prices country january payrolls disappoint december revised slightly yahoo shifting main european tax base ireland switzerland examination statements accounts shows pressure mounts alpine nation abolish corporate tax incentives corrects name paragraph yahoo google amazon started selling kindle online brazil friday expanding ebooks retail first time latin americas biggest challenging ecommerce market stock index futures rose friday strongest day far equities ahead key government reading payrolls january top selected canadian top wall street journal,neg
developer flappy bird former popular free mobile game app store google incs android play store took game midnight sunday announced hours earlier hunting monsters virtual cave bend henmoko madio met community realized companies adapting online video games suit different languages tastes mobile devices southeast asia corrects name huawei technologies stock code paragraph smarting growing losses taiwanese phone maker htc corp says expand range cheaper products fixes offtarget marketing premium smartphones monday earnings guidance follow quarters losses developer flappy bird currently popular free mobile game app store googles android play store announced taking game midnight gmt sunday,neg
top financial times billionaire activist investor carl icahn backed campaign urging increase stock buybacks citing companys recent repurchases well influential proxy advisers call proposal stocks ended modest gains monday investors digested recent market gains looked ahead federal reserve chair janet yellens first testimony lawmakers america news plan monday feb tuesday feb monday lost latest bid put courtappointed antitrust monitor hold federal appeals court rejected argument monitors work causing irreparable harm judge colorado theater massacre case ruled evidence seized accused gunman james holmes computers cell phone bank accounts admissible trial court documents made public monday show stocks ended modest gains monday investors digested recent market gains looked ahead federal reserve chair janet yellens first testimony lawmakers computer security software firm uncovered calls first cyber espionage campaign believed started spanishspeaking country targeting government agencies energy companies activists countries regulators rule antitrust cases samsung electronics motorola mobility april european commission monday seeks end socalled patent wars smartphone makers legal disputes centre tablets smartphone patents indexes dow pct flat nasdaq pct editor mark porter beginning emerging markets like cats hot tin roof indexes dow pct pct nasdaq pct smarting growing losses taiwanese phone maker htc corp says expand range cheaper products fixes offtarget marketing premium smartphones taiwanese smartphone maker htc corp lines midtier handsets help return net profit predicting cheaper products help reclaim market share put end years sliding sales top wall street journal top york times business pages,neg
wednesday billionaire activist carl icahn making headlines epic battle might another hands time banker friends billionaire activist carl icahn making headlines epic battle might another hands time banker friends best stock pickers america month january yearold taiwanese immigrant working small office suburban jersey miles wall street general motors cos chairman theodore tim solso afraid edgy sometimes unpopular decisions trait could come handy automaker seeks reinvent chief executive mary barra lidia bastianich serves helping common sense along techniques home cooks creamy risotto moist meatballs popular italian dishes cookbook lidias commonsense italian cooking israeli singer become unlikely star yemen arab country hit songs blare cafes taxis european union regulators examining corporate tax loopholes across europe allow companies cut tax bills see anticompetitive eus antitrust chief tuesday top york times business pages top wall street journal,neg
