13-06-2009,"[""A California software publisher will seek an injunction preventing U.S. companies from shipping computers with Chinese anti-pornography software it says was stolen, the company's president said on Saturday.""]"
14-06-2009,"['These are some of the leading stories in Thai newspapers on Monday. Reuters has not verified these stories and does not vouch for their accuracy.', 'These are some of the leading stories in Hong Kong newspapers on Monday. Reuters has not verified these stories and does not vouch for their accuracy. HONG KONG ECONOMIC TIMES']"
15-06-2009,['These are some of the leading stories in Hong Kong newspapers on Tuesday. Reuters has not verified these stories and does not vouch for their accuracy. SOUTH CHINA MORNING POST']
15-06-2009,"[""The world's two largest cellphone makers, Nokia and Samsung Electronics Co Ltd, unveiled new phones on Monday, offering features comparable to iPhone and Pre, but at lower prices."", 'Several U.S. senators urged regulators on Monday to review exclusive arrangements regarding mobile handset technology between wireless carriers and cell phone makers and how they affect competition and choice in the marketplace.', ""The world's two largest cellphone makers, Nokia and Samsung , unveiled on Monday new phone models, offering features comparable to iPhone and Palm's Pre, but at lower prices."", ' * For up-to-the-minute market news click [STXNEWS/US]  (Updates to early morning)', "" Canada's infatuation with services like YouTube and iTunes as well as a thirst for high-speed Internet over mobile phones is helping Rogers Communications Inc thrive in a tough economy, its chief executive officer said on Monday."", ""British cable TV operator Virgin Media is to launch an unlimited music download subscription service through a partnership with the world's largest music company, Universal."", ""British cable TV operator Virgin Media is to launch an unlimited music download subscription service through a partnership with the world's largest music company, Universal ."", 'Cable TV operator Virgin Media is to launch a ""ground breaking"" unlimited music download subscription service through a partnership with the world\'s largest music company, Universal.', ""Shares in Dutch navigation device maker TomTom NV dropped more than 7 percent on Monday, reacting to the company's plan to raise 430 million euros ($600 million) in a share issue to pay down part of its debt.""]"
15-06-2009,"['  (Adds analyst comments, detail, background, updates shares)', ""Hamid Akhavan, chief executive of Deutsche Telekom's mobile business, called on national and European regulators to use their powers wisely, warning that poor regulation would damage Europe's technological development."", '  AMSTERDAM, June 15 - Shares in Dutch navigation device maker TomTom fell on Monday after unveiling plans to raise 430 million euros ($600 million) by issuing new stock to pay down part of its debt.']"
16-06-2009,"['Adobe Systems Inc, the maker of Photoshop and Acrobat software, posted the narrowest profit margin in more than 3 years, disappointing investors even though its revenue fell less than analysts had feared.']"
16-06-2009,"[' * Shares fall 2.4 percent in extended trade (Recasts; adds outlook, analyst comment, stock price)', 'The stock market could move higher by another 10 percent to 20 percent in the next six months if the economy turns the corner, options strategist Bill Lefkowitz said at the Reuters Investment Summit on Tuesday.', 'Research In Motion is adding another smartphone to its BlackBerry lineup as it aims to win market share among both executives and mainstream consumers despite tough economic conditions.', 'Fresh competitive threats and economic pressures from the recession probably will not have slowed the momentum of BlackBerry maker Research In Motion when it reports results later this week.', ""Sales of Palm Inc's closely watched Pre mobile phone are running on track with -- and exceeding some -- Wall Street expectations after just over one week in stores."", 'If the opening day of the baseball season marks the start of the American spring, you know it is summertime in the U.S. when Brett Favre starts talking about whether to play another year in the NFL.', 'Best Buy Co Inc posted lower first-quarter earnings and weaker-than-expected sales on Tuesday and implied earnings for the rest of the year would be worse than forecast, dragging its shares down more than 7 percent.', ' * Q1 revenue rose 12 pct to $10.1 bln, short of St view']"
16-06-2009,"[' * Stock ahead 3.5 percent at C$94.05 (Adds stock price)', 'Fresh competitive threats and economic pressures from the recession probably will not have slowed the momentum of BlackBerry maker Research In Motion  when it reports results later this week.', '  * Enables sharing files, pictures without uploads, from PC', ""Norway's Opera Software opened a new, free service on Tuesday that enables simple sharing of personal computers' pictures, files or music with anyone on the Internet."", 'LOS ANGELES (Billboard) - Artists like the Eagles and Christina Aguilera can now play DJ, at least online.', 'Telecom industry group the GSM Association expects the mobile industry to see continued growth in usage, despite the recession, and to provide simulus for the global economy.', 'Hutchison Whampoa Ltd on Tuesday said its indirectly held unit, Partner Communications , has entered into an agreement with Apple unit Apple Sales International to buy and resell iPhone handsets in Israel.', 'Research In Motion  is adding another smartphone to its BlackBerry lineup as it aims to win market share among both executives and mainstream consumers despite tough economic conditions.']"
17-06-2009,['These are some of the leading stories in Hong Kong newspapers on Thursday. Reuters has not verified these stories and does not vouch for their accuracy. HONG KONG ECONOMIC JOURNAL']
17-06-2009,"['T-Mobile USA Inc said on Wednesday it will begin selling its new 3G-enabled Dash smartphone in July, yet another entry in the hotly contested mobile phone segment.', 'Amid complaints by smaller competitors that exclusive agreements by dominant wireless phone companies and handset makers hurt competition, AT&T said on Wednesday that competition in the industry is robust and it will increase over time.', ' * Smaller companies say a few wireless companies dominate', ""AT&T Inc yielded on Wednesday to customer complaints and agreed to extend its best upgrade price to previous iPhone buyers eager to get their hands on Apple Inc's new model, which goes on sale Friday."", 'Apple Inc released 45 software patches on Wednesday to address rare security vulnerabilities in its popular iPhone and iPod Touch mobile devices.', ' * Apple issues 45 patches for iPhone, iPod security flaws', ""Sirius XM Radio subscribers will be able to download software on June 18 that lets the satellite radio service's programing play on Apple Inc's iPhone."", ""Sirius XM Radio subscribers will be able to download software on June 18 that lets the satellite radio service's programming play on Apple Inc's iPhone.""]"
18-06-2009,['These are some of the leading stories in Hong Kong newspapers on Friday. Reuters has not verified these stories and does not vouch for their accuracy. HONG KONG ECONOMIC JOURNAL']
18-06-2009,"[""Research In Motion offered investors an outlook on Thursday that fell short of some expectations, sending the BlackBerry maker's stock sliding 5 percent even as the company reported a higher quarterly profit that topped forecasts."", ' * Shares drop more than 5 pct in after-hours trade (In U.S. dollars unless noted)', 'Few events in the technology world can rival the attention a new iPhone launch draws, but the return of Steve Jobs to Apple Inc would surely be one of them.', ' * Investors, Apple watchers await return of CEO Steve Jobs', ' * For up-to-the-minute market news click [STXNEWS/US] (Updates to early morning)', ""Intel Corp said it bought an additional 25 million shares in Imagination Technologies Group Plc for strategic reasons, and now owns 13.99 percent of the British chip designer's total issued voting rights."", 'South Korean handset makers Samsung and LG Electronics are scrambling to make up for a late start in a red-hot smartphone market epitomized by blockbuster devices such as the iPhone and the BlackBerry.']"
19-06-2009,"['Apple on Friday claimed victory in an environmental laptop tiff with Dell, which earlier complained that Apple was misleading buyers by calling its laptops ""the world\'s greenest family of notebooks.""', ""President Barack Obama's choice to head the Federal Communications Commission plans to review the exclusive arrangements between wireless carriers and cell phone makers."", 'The U.S. stock market is unlikely to see a significant pull-back after rallying up to 40 percent since March, says Robert Auer, senior portfolio manager at SBAuer Funds.']"
19-06-2009,"[' * 2010 growth may be better than previous forecast: IMF', ' * Dow off 0.2 pct, S&P 500 up 0.3 pct, Nasdaq up 1.1 pct', ' * For up-to-the-minute market news click [STXNEWS/US] (Updates to late afternoon)', ""Apple Inc's latest iPhone hit stores on Friday with new features and faster speeds, drawing plenty of fans, if not the crowds that had swarmed the previous iPhone debuts."", 'Research In Motion shows every sign of holding its own in the face of the recession and stepped-up competition for its BlackBerry smartphone, even though its latest earnings and revenue forecasts disappointed some investors.', '  *Outlook falls short of only the highest expectations', ' * AT&T: hundreds of thousands preorders top expectations (Adds analyst comments, additional quotes)', ' (Corrects first bullet point, first paragraph to first-quarter sales to June, not July)', 'Research in Motion  officials do their best not to laugh when asked if they fear the rise of a Blackberry-killer, some theoretical device that does everything its coveted e-mail phone does, only better.']"
19-06-2009,"[' * Goldman Sachs adds Microsoft to ""conviction buy"" list', 'European Union leaders agreed on Friday to more steps to avert a repeat of the banking crisis and the IMF said 2010 might deliver stronger growth than earlier forecast, adding to a run of better economic news.', ' * New phone has faster processor; 16GB model costs $199', ""LONDON (Reuters Life!) - Smartly dressed spectators crowded around the main court at London's Hurlingham club, sipping champagne and eating cucumber sandwiches, to watch world no. 1 Rafael Nadal and other players warm up for Wimbledon."", ""Research In Motion offered investors an outlook on Thursday that fell short of some expectations, sending the BlackBerry maker's stock sliding 5 percent even as the company reported a higher quarterly profit that topped forecasts."", ""China Unicom , one of China's top three mobile carriers, may be close to a deal that would see it become the exclusive seller of Apple's iPhones in China for two years, a Merrill Lynch analyst said."", ""Sony Corp Chief Executive Howard Stringer said the loss-making Japanese electronics conglomerate's turnaround efforts, which include job cuts, plant closures and a management reshuffle, are advancing well."", ' * Stringer vows to press ahead with networked electronics']"
20-06-2009,"[""DENVER (Billboard) - At first glance, Spotify isn't much different from other on-demand streaming music services. It includes roughly the same library of songs, pays the same per-stream licensing fees for music and contends with the same poor ad-sales environment.""]"
20-06-2009,"['Apple Chief Executive Steve Jobs underwent a liver transplant operation about two months ago and is expected to return to work by the end of June, The Wall Street Journal reported on Saturday.', ' * Analysts say Wall St. prepared for change in Jobs role', 'Apple Inc. chief executive Steve Jobs, who has survived a bout of pancreatic cancer, has had a liver transplant, according to the Wall Street Journal.', ""Apple Inc's latest iPhone hit stores on Friday with new features and faster speeds, drawing plenty of fans, if not the crowds that had swarmed the previous iPhone debuts."", 'Steve Jobs, the chief executive of Apple Inc , received a liver transplant about two months ago but is expected to return to work later this month, the Wall Street Journal reported on Saturday.', ""HTC , the world's fourth-largest smartphone brand, said on Saturday it had forecast a 20 percent increase in shipments worldwide this year due to intense market competition.""]"
21-06-2009,"['These are some of the leading stories in Hong Kong newspapers on Monday. Reuters has not verified these stories and does not vouch for their accuracy. SOUTH CHINA MORNING POST', 'DENVER/NASHVILLE (Billboard) - In April, soon after Apple gave labels the ability to set different prices for their songs on iTunes, every track on Pink Floyd\'s ""Dark Side of the Moon"" was raised to $1.29.']"
22-06-2009,"[' New figures from the Financial Services Authority have revealed the number of mortgages falling into arrears in the first three months of 2009 declined by 12 percent from the previous quarter to just under 60,000. The findings, published on Monday, come after the Bank of England has slashed interest rates to 0.5 percent amid increasing pressure on lenders to be lenient on struggling home owners. Repossessions increased by 13 percent to more than 14,800 in the same period, up from 13,100 in the ', 'These are some of the leading stories in Hong Kong newspapers on Tuesday. Reuters has not verified these stories and does not vouch for their accuracy. SOUTH CHINA MORNING POST', 'Hewlett-Packard will release an inkjet printer later this year that will let users print documents from the Internet without a PC, the company said Monday.', 'Apple Chief Executive Steve Jobs showed up for work on Monday and was spotted leaving the main corporate campus in Cupertino, California, a Reuters witness said.', 'With the expected return of Chief Executive Steve Jobs to the helm of Apple Inc come the inevitable questions about disclosures related to his health.', 'Steve Jobs was quoted in a press release and reportedly spotted at the Apple campus on Monday, raising speculation that the chief executive may have returned to work.', ""Apple Inc said it had sold more than 1 million of its newest iPhone in the first three days of launch, beating analysts' expectations for the 3GS smartphone's debut."", ' * Dow off 2.4 pct, S&P off 3.1 pct, Nasdaq off 3.4 pct']"
22-06-2009,"[' * Dow off 2.4 pct, S&P off 3.1 pct, Nasdaq off 3.4 pct', ' * Dow off 2 pct, S&P off 2.6 pct, Nasdaq off 2.8 pct', ' * Dow off 2.2 pct, S&P off 2.8 pct, Nasdaq off 3.2 pct', 'U.S. stocks fell further on Monday as investors fretted about the potential strength of an economic recovery, and falling commodity prices hit shares of energy and other natural resource companies.', ' * Dow off 1.9 pct, S&P off 2.4 pct, Nasdaq off 2.7 pct', ' * Dow off 1.3 pct, S&P off 1.7 pct, Nasdaq off 2 pct', 'Tennis fans at Wimbledon will be able to keep up with the action using a smartphone application developed by IBM, which it said could transform the way spectators access information at sporting events.', 'Apple Chief Executive Steve Jobs underwent a liver transplant operation about two months ago and is expected to return to work by the end of June, The Wall Street Journal reported on Saturday.', ""T-Mobile USA will begin selling a new smartphone using Google Inc's Android operating software in August, facing off against high-end devices such as Apple's latest iPhone and the Palm Pre."", ' * Futures down: S&P 10 pts, Dow 79 pts, Nasdaq 13 pts']"
22-06-2009,"[' * Futures down: S&P 7.10 pts, Dow 61 pts, Nasdaq 10.25 pts', ""The tough economic present is hitting the turnout by ad industry future gazers debating hot topics like mobile advertising and smart phones at this week's Cannes festival."", 'Tennis fans at Wimbledon will be able to keep up with the action using a smartphone application developed by IBM, which it said could transform the way spectators access information at sporting events.', 'Tennis fans at Wimbledon will be able to keep up with the action using a smartphone application developed by IBM , which it said could transform the way spectators access information at sporting events.', ' * Futures down: S&P 7.60 pts, Dow 50 pts, Nasdaq 9 pts', ""T-Mobile USA will begin selling a new smartphone using Google Inc's Android operating software in August, facing off against high-end devices such as Apple's latest iPhone and the Palm Pre.""]"
23-06-2009,"['Apple Inc Chief Executive Steve Jobs has an excellent prognosis following a liver transplant, the Memphis, Tennessee, hospital that performed the surgery said on Tuesday.', 'These are some of the leading stories in Hong Kong newspapers on Wednesday. Reuters has not verified these stories and does not vouch for their accuracy. HONG KONG ECONOMIC JOURNAL']"
23-06-2009,"['Intel Corp announced a technology partnership with Nokia that could potentially give the chip maker the breakthrough it has been looking for into the mobile market.', "" * To develop new mobile platform beyond today's devices"", 'Silicon Valley is facing a brain drain of high-achieving foreign-born students, more of whom are leaving in the face of a chilly local immigration environment in a trend experts say will hurt U.S. high-tech industry competitiveness in the long run.', 'Hewlett-Packard unveiled a new line of printers that allow you to access and print Web content from partners Google, Nickelodeon, and USA Today without a PC. The new printer line, unveiled at an event in San Francisco today, is part of a new HP printer technology called TouchSmart Web.', ""Sprint Nextel Corp expects shortages of Palm Inc's high-profile Pre smartphone for a while but has not felt any impact from the new iPhone so far, Sprint's chief financial officer said on Tuesday."", 'SAN FRANCISCO (Private Equity Week) - Only four U.S.-based startups raised early stage funding last week, according to Thomson Reuters, as deal activity continues to remain slow through much of the year.', ' * Futures for the Dow Jones industrial average , the Nasdaq 100 and the S&P 500 share indexes are up 0.3-0.5 percent, pointing to a higher start on Wall Street.', 'The following were the top stories in The Wall Street Journal on Tuesday. Reuters has not verified these stories and does not vouch for their accuracy.', 'The following were the top stories in the New York Times business pages on Tuesday. Reuters has not verified these stories and does not vouch for their accuracy.']"
24-06-2009,"[' ECB LENDS 442 BILLION EUROS TO BANKS IN BID TO UNLOCK CREDIT MARKETS', "" Novus Leisure, the company that operates the Tiger Tiger bar chain, is close to securing a debt-for-equity swap that would see Barclays and Royal Bank of Scotland become major shareholders. The move would leave the group's management and private equity owner Cognetas with minority stakes. Barclays Ventures is to provide 20 million pounds for the expansion."", '  *Sees U.S. phone sales volume up at least 50 pct this year', ' Compiled for Reuters by Media Monitors. Reuters has not verified these stories and does not vouch for their accuracy.', 'SAN FRANCISCO (Private Equity Week) - Metrics matter. That\'s especially true on the Web where the number of ""eyeballs"" a site attracts helps to establish what a company charges advertisers.', 'NASHVILLE (Billboard) - In a scene that evokes visions of a backwoods Brill Building, several of Nashville\'s top songwriters have retreated to a rural outpost to write what they hope will be country radio hits. Their ringleader is Brad Paisley, who, with his co-writers, worked on songs for his new album, ""American Saturday Night,"" in the guest house on his farm outside Nashville.', ""Toshiba Corp's new president said he would take a cautious approach to boosting production of NAND flash memory given the market still had a glut of chips and in view of the risk that rivals may follow suit."", ' * Three major share deals fuel takeover speculation-traders']"
24-06-2009,"[""Apple Inc's new entry-level iPhone model costs $179 in materials and manufacturing expense, according to a teardown analysis on Wednesday by research group iSuppli."", 'Intel Corp announced a technology partnership with Nokia that could potentially give the chip maker the breakthrough it has been looking for into the mobile market.', 'Mobile phone advertising will account for 5-10 percent of global media ad spending within five years, a leading Microsoft executive said on Wednesday.', '  * Mobile ads to make 5-10 pct of media spend in 5 years', ' * Says prognosis ""excellent,"" and Jobs ""recovering well""', 'Apple Inc chief executive Steve Jobs underwent a liver transplant at a Tennessee hospital and has ""an excellent prognosis"", the hospital that performed the operation confirmed on Tuesday.', 'The following were the top stories in the New York Times business pages on Wednesday. Reuters has not verified these stories and does not vouch for their accuracy.', 'The following were the top stories in The Wall Street Journal on Wednesday. Reuters has not verified these stories and does not vouch for their accuracy.']"
25-06-2009,"[' * Q4 loss ex-items 40 cts share vs Street view loss 65 cts', 'Andy Roddick admitted he had warmed up for his first outing at Wimbledon with a hangover and on Thursday he was left red-faced again when his wife revealed his dubious taste in music.', 'Microsoft Corp will sell the standard home-user version of its new Windows 7 operating system for 8 percent less than the comparable version of its Vista system, as the global downturn hits spending on technology.', ' * To defer some revenue; shares up 1.3 percent (Adds details on revenue recognition, background)']"
25-06-2009,"['Microsoft Corp is to sell the standard home-user version of its new Windows 7 operating system for 8 percent less than the comparable version of its Vista system, as the global downturn hits spending on technology.']"
26-06-2009,"[' Banks may face being investigated by Revenue & Customs if they refuse to sign a ""gentleman\'s agreement"" to curb aggressive tax avoidance. The voluntary code is to be published on Monday in an effort to assuage public anger at support for banks which engage in complex schemes that drain the exchequer of hundreds of millions of pounds. The Treasury is confident board members and other senior bank members will sign up to the code which has already been discussed between officials and banks. Ho', 'CNN may have said it best: ""How many people does it take to break the Internet? On June 25, we found out it\'s just one -- if that one is Michael Jackson."" The death of the iconic pop star at the age of 50 underscored how much so many of us rely on the Internet for information and to connect with our social networks for commiseration and comfort. And for more than a few of us, the screeching halt of AIM, Google, Twitter and other sites made it tricky to do our jobs. While there was other news thi', ""Michael Jackson's pop music legacy stretches back 40 years and could extend well into the future as music companies and retailers reissue CDs, repackage his songs and resell memorabilia after his sudden death."", ""Michael Jackson's pop music legacy stretches back 40 years and could extend well into the future as music companies and retailers reissue CDs, repackage his songs and resell memorabilia after his sudden death. In dollar terms, Jackson, who died at age 50 after going into cardiac arrest on Thursday, justified his title"", ""TORONTO (Reuters.com) - The Web is full of user-generated video, but for Sanjay Raman's tastes most of it is too bland and poorly produced to actually watch.""]"
26-06-2009,"[""The Web is full of user-generated video, but for Sanjay Raman's tastes most of it is too bland and poorly produced to actually watch. So last year he launched Howcast <http://www.howcast.com>, a video-sharing website dedicated to do-it-yourself content with former Google colleagues Jason Liebman and Dan Blackman. The following panel of experts critique Howcast's business model and opportunity for growth:"", ""The Web is full of user-generated video, but for Sanjay Raman's tastes most of it is too bland and poorly produced to actually watch. So last year he launched Howcast <http://www.howcast.com>, a video-sharing website dedicated to do-it-yourself content with former Google colleagues Jason Liebman and Dan Blackman. The following is a personal 5-day journal written by Sanjay Raman exclusively for Reuters.com on his work and life:"", ' ** UK chip designer Imagination Technologies Plc said iPhone maker Apple Inc has upped its stake in the company to 9.5 percent following a share placement and recent share purchases. [ID:nLQ645927]', '  (Adds detail on new subscription, background, shares)', ""China Telecom , one of China's top three mobile carriers, said on Friday it has approached Research in Motion about possibly offering its popular BlackBerry mobile email service in China."", 'Palm Inc posted a narrower-than-expected fiscal fourth quarter loss on Thursday, and highlighted strong demand for its just-unveiled Pre smartphone.']"
27-06-2009,"[""Sony Corp is considering developing a cellphone-game gear hybrid in a bid to better compete with Apple Inc's highly popular iPod and iPhone, the Nikkei business daily said on Saturday.""]"
28-06-2009,"[""A column in Barron's suggested that companies go private if they were hesitant to reveal any details about their business.""]"
29-06-2009,"['Apple Inc Chief Executive Steve Jobs is back at work following a near 6-month medical leave, although he will work at least initially from home for a few days a week, the company said on Monday.', 'Apple Inc Co-founder and Chief Executive Steve Jobs is back at work, returning from a near six-month medical leave after receiving a liver transplant.']"
29-06-2009,"['Apple Inc Co-founder and Chief Executive Steve Jobs is back at work, returning from a near six-month medical leave after receiving a liver transplant. [ID:nN29361531]', ' * At Apple a few days a week, working from home otherwise', ""Celebrities and hip adults aren't the only people flocking to Twitter, the social-networking site. Even centenarians have learned to tweet."", ""NEW YORK (Reuters Life!) - Celebrities and hip adults aren't the only people flocking to Twitter, the social-networking site. Even centenarians have learned to tweet."", 'Top mobile telephone suppliers have agreed to back an EU-wide harmonisation of phone chargers, the European Commission said on Monday, hailing the pact as good news for consumers and the environment.', 'Mobile operators seeking the ""killer application"" that customers can\'t live without should look again at emerging markets, where mobile money is proving a valuable tool for connecting the unbanked.', 'Advertising on mobile phones should really take off within two to three years, driven by new applications on smartphones and the growing popularity of social networks such as Facebook.', 'Advertising on mobile phones should really take off within two to three years, driven by new applications on smart phones and the growing popularity of social networks such as Facebook.', ' * Advertising on mobile phones seen taking off in 2-3 years']"
29-06-2009,"['Top mobile telephone suppliers have agreed to back an EU-wide harmonisation of phone chargers, the European Commission said on Monday, hailing the pact as good news for consumers and the environment.']"
30-06-2009,"[""ROSKILDE (Reuters Life!) - Music and partying are the main ingredients to a good rock festival, but Denmark's Roskilde Festival also aims to encourage guests to save the planet."", 'Following are some of the lead stories from New Zealand metropolitan newspapers on Wednesday.', ""Music and partying are the main ingredients to a good rock festival, but Denmark's Roskilde Festival also aims to encourage guests to save the planet."", 'The following were the top stories in the New York Times business pages on Tuesday. Reuters has not verified these stories and does not vouch for their accuracy.', 'The following were the top stories in The Wall Street Journal on Tuesday. Reuters has not verified these stories and does not vouch for their accuracy.']"
01-07-2009,['Greenpeace International on Wednesday criticized some major PC makers for backtracking on commitments to reduce hazardous substances in hardware.']
